"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"JAK1",3.22529626967329e-229,0.406130192366758,0.36,0.131,6.10161548296793e-225,"8","JAK1"
"GAPDH2",2.19136863444535e-228,0.875579146523202,0.859,0.706,4.14563118264371e-224,"8","GAPDH"
"MSN1",5.64591522895538e-225,0.371597752743374,0.309,0.102,1.06809424301378e-220,"8","MSN"
"PPP1CA1",2.22849949237322e-221,0.311844507893332,0.28,0.086,4.21587533967165e-217,"8","PPP1CA"
"PTMA1",6.94044945930542e-212,0.494140892599861,0.999,0.993,1.3129942287114e-207,"8","PTMA"
"AKAP13",6.20249810016637e-209,0.353151308699449,0.312,0.108,1.17338859058947e-204,"8","AKAP13"
"IDS",2.45570834771889e-207,0.29743662633386,0.252,0.075,4.64570905221459e-203,"8","IDS"
"RPS291",3.24347151502759e-204,0.545038447731729,0.985,0.95,6.1359994121292e-200,"8","RPS29"
"SUB1",5.75532551060963e-195,0.574168551791093,0.621,0.373,1.08879248009713e-190,"8","SUB1"
"RPL281",2.71976499076104e-192,0.602207424177718,0.952,0.907,5.14525140952173e-188,"8","RPL28"
"LRRFIP11",1.62029743056343e-190,0.378926572548649,0.333,0.126,3.06527867913989e-186,"8","LRRFIP1"
"MYL62",6.75012580943103e-186,0.515778144507634,0.873,0.69,1.27698880062816e-181,"8","MYL6"
"C9orf78",7.27527679217968e-185,0.304380498265157,0.272,0.092,1.37633686354455e-180,"8","C9orf78"
"CIB1",1.54206050666275e-168,0.292498189170958,0.26,0.09,2.9172700665046e-164,"8","CIB1"
"MALAT1",9.13685583910731e-166,0.356463170757603,1,0.993,1.72851038764232e-161,"8","MALAT1"
"BUB3",7.41190243975551e-163,0.305038188475752,0.303,0.117,1.40218370355295e-158,"8","BUB3"
"CFL12",7.53305975644675e-163,0.545717678523848,0.72,0.511,1.4251042447246e-158,"8","CFL1"
"COTL1",1.12603219180196e-162,0.406053005307591,0.284,0.108,2.13022770045094e-158,"8","COTL1"
"GIMAP72",3.48722766778447e-161,0.283473304222001,0.27,0.094,6.59713730191466e-157,"8","GIMAP7"
"ARPC1B1",3.07503863651603e-159,0.303223354875645,0.297,0.113,5.81735809256103e-155,"8","ARPC1B"
"ATP5E1",3.87834658207532e-159,0.502866222214391,0.606,0.376,7.33705606397008e-155,"8","ATP5E"
"SRSF21",2.14607126597347e-156,0.608670874374875,0.614,0.404,4.05993762096861e-152,"8","SRSF2"
"ELF12",5.18793568180939e-150,0.36247649994721,0.335,0.143,9.814536722847e-146,"8","ELF1"
"H2AFV",1.17600573447606e-146,0.319425367705978,0.314,0.131,2.22476764848182e-142,"8","H2AFV"
"CALM11",1.32046958582514e-146,0.515131154445277,0.662,0.455,2.498064362464e-142,"8","CALM1"
"TMEM50A",4.38621587722959e-145,0.371063233886942,0.37,0.174,8.29784319654294e-141,"8","TMEM50A"
"RAP1B",1.40060599508335e-144,0.324822628896275,0.298,0.122,2.64966642149869e-140,"8","RAP1B"
"ARF6",1.00718846215503e-142,0.391288610017211,0.436,0.224,1.90539913270488e-138,"8","ARF6"
"SURF4",1.19641739915045e-140,0.267395852215704,0.253,0.095,2.26338243571281e-136,"8","SURF4"
"TPM32",1.17969225463603e-138,0.332383373316737,0.394,0.189,2.23174180732044e-134,"8","TPM3"
"ATP6V0E1",4.14193574940668e-137,0.374103318156941,0.436,0.228,7.83571405072757e-133,"8","ATP6V0E1"
"PSMA71",1.2385153622088e-131,0.416048996353679,0.506,0.299,2.34302336222661e-127,"8","PSMA7"
"ISG152",5.00074795899162e-130,0.584355191580585,0.34,0.16,9.46041498882035e-126,"8","ISG15"
"HN11",2.55070063660339e-126,0.28412189960951,0.263,0.106,4.8254154643263e-122,"8","HN1"
"PRR13",2.91103118872412e-124,0.268448522728098,0.251,0.1,5.50708880282828e-120,"8","PRR13"
"PABPC11",1.26854395573182e-123,0.590645010454302,0.817,0.716,2.39983145545346e-119,"8","PABPC1"
"GUK11",1.51792299713736e-121,0.377095296756554,0.458,0.258,2.87160672598445e-117,"8","GUK1"
"ARHGDIA",1.53510419227749e-120,0.286618922823481,0.302,0.135,2.90411011095055e-116,"8","ARHGDIA"
"GSPT1",1.09536717510539e-119,0.288387413730384,0.279,0.121,2.07221562186438e-115,"8","GSPT1"
"HLA-E2",1.32749504200271e-118,0.337808771725968,0.735,0.491,2.51135512046073e-114,"8","HLA-E"
"CAP1",1.70950313843958e-117,0.27822373178263,0.287,0.127,3.23403803729999e-113,"8","CAP1"
"LDHA1",5.95913762174337e-117,0.586803428662865,0.563,0.369,1.12734965528141e-112,"8","LDHA"
"FTH1",1.4238779090085e-115,1.1447191422387,0.994,0.995,2.69369222826229e-111,"8","FTH1"
"MRPS6",6.5819894444319e-114,0.318009896773624,0.302,0.139,1.24518076309763e-109,"8","MRPS6"
"CDC372",1.31168745573e-112,0.35103801729404,0.383,0.202,2.48145032875002e-108,"8","CDC37"
"SYAP1",5.98284993675997e-111,0.292549117854322,0.265,0.115,1.13183555103625e-106,"8","SYAP1"
"TUBB4B2",1.51403819880407e-109,0.46243550437494,0.577,0.385,2.86425746449753e-105,"8","TUBB4B"
"ARPC31",1.56273717105838e-108,0.338456269805874,0.395,0.214,2.95638618020824e-104,"8","ARPC3"
"RPS261",5.29355703139193e-106,0.406620326784191,0.562,0.37,1.00143511919872e-101,"8","RPS26"
"POLR2L1",3.27420279768091e-102,0.324048733253094,0.404,0.223,6.19413685265275e-98,"8","POLR2L"
"ARL6IP5",1.06809329491669e-98,0.32061686173411,0.316,0.16,2.0206188953234e-94,"8","ARL6IP5"
"COX6A12",2.98281625920835e-97,0.372927711097686,0.536,0.353,5.64289179917036e-93,"8","COX6A1"
"S100A102",3.03997420611748e-94,0.466721901062977,0.556,0.374,5.75102320313306e-90,"8","S100A10"
"STK17A1",3.29552604184558e-94,0.26965629241533,0.335,0.169,6.23447616596346e-90,"8","STK17A"
"SELT",2.5776282713394e-90,0.266276828883056,0.319,0.165,4.87635716371989e-86,"8","SELT"
"KLF62",1.4527261033079e-89,0.431155553001879,0.504,0.323,2.74826724223788e-85,"8","KLF6"
"S100A61",3.14463338963728e-87,0.37864698770406,0.609,0.43,5.94901744651581e-83,"8","S100A6"
"RPLP2",6.76395546519268e-87,0.364841952449778,0.967,0.958,1.27960509490515e-82,"8","RPLP2"
"PPP1R2",1.07045255774179e-86,0.284126184624623,0.266,0.13,2.02508214873592e-82,"8","PPP1R2"
"PKM",1.91402924063011e-86,0.34469403444504,0.369,0.212,3.62096051742404e-82,"8","PKM"
"DDX24",8.0143372463116e-86,0.325055308119405,0.414,0.249,1.51615232025723e-81,"8","DDX24"
"YWHAB",2.69412023379833e-84,0.314054249255067,0.363,0.209,5.09673665829968e-80,"8","YWHAB"
"YWHAZ",5.31525794646929e-81,0.288781542281642,0.373,0.216,1.00554049831306e-76,"8","YWHAZ"
"SERF22",4.01742620385128e-80,0.332391215312985,0.725,0.567,7.60016689244585e-76,"8","SERF2"
"PAIP2",3.43803827509662e-79,0.294239774419926,0.391,0.234,6.50408080882778e-75,"8","PAIP2"
"HINT11",7.32260144487376e-77,0.331900737266156,0.525,0.361,1.38528974134122e-72,"8","HINT1"
"SSR4",3.44318297144844e-75,0.267524087244738,0.346,0.198,6.51381354538617e-71,"8","SSR4"
"RPL36AL1",3.98724746894203e-73,0.334912406958965,0.74,0.603,7.54307476174453e-69,"8","RPL36AL"
"UBA52",1.95899507692934e-71,0.358908352567876,0.78,0.695,3.70602688653492e-67,"8","UBA52"
"CDC42",6.16130477055237e-71,0.324040390760577,0.492,0.335,1.1655956364931e-66,"8","CDC42"
"TERF2IP",2.65053578584274e-68,0.275223707052616,0.332,0.195,5.0142835996573e-64,"8","TERF2IP"
"CHCHD2",4.62521394952137e-68,0.358947933783734,0.637,0.51,8.74997974970454e-64,"8","CHCHD2"
"NDUFV2",7.06548516287983e-68,0.268456406371203,0.283,0.155,1.33664848311361e-63,"8","NDUFV2"
"CALR",2.64352378375499e-62,0.316978257231202,0.452,0.309,5.0010182941077e-58,"8","CALR"
"ANKRD12",1.6925597283946e-59,0.250980456132187,0.293,0.169,3.2019844941769e-55,"8","ANKRD12"
"NDUFB81",5.25072812633596e-58,0.250625833581567,0.332,0.204,9.93332746940236e-54,"8","NDUFB8"
"BZW1",5.42160825796932e-57,0.314661955564353,0.469,0.339,1.02565985024264e-52,"8","BZW1"
"TMA71",1.11675234699867e-56,0.324777804264179,0.546,0.409,2.11267209005208e-52,"8","TMA7"
"SKP11",2.77280334370963e-55,0.303408463640009,0.761,0.655,5.24558936562988e-51,"8","SKP1"
